gene_id,start,end,gene_length
ENSG00000139631,53157663,53180925,23263
ENSG00000048540,16548372,16610594,62223
ENSG00000155957,66135846,66170027,34182
ENSG00000161813,50392383,50480004,87622
ENSG00000028203,95217746,95302799,85054
ENSG00000135679,68808177,68845544,37368
ENSG00000205330,55314343,55322364,8022
ENSG00000215009,7304072,7328719,24648
ENSG00000076555,109116587,109268226,151640
ENSG00000184271,51186936,51218062,31127
ENSG00000135441,55716038,55720087,4050
ENSG00000165682,9985642,10013424,27783
ENSG00000197837,14767999,14771131,3133
ENSG00000179088,103237591,103495978,258388
ENSG00000125207,130337887,130372637,34751
ENSG00000279343,130350996,130351707,712
ENSG00000279478,130383364,130383890,527
ENSG00000256064,130419535,130421019,1485
ENSG00000279905,130425004,130430661,5658
ENSG00000279146,130465008,130466315,1308
ENSG00000256343,130651342,130669233,17892
ENSG00000279650,130775694,130776546,853
ENSG00000256250,130810606,130812438,1833
ENSG00000256299,130810821,130812622,1802
ENSG00000222438,130869736,130869837,102
ENSG00000132341,130872037,130877678,5642
ENSG00000206850,130906838,130906949,112
ENSG00000279940,130956384,130958031,1648
ENSG00000279976,130962175,130963028,854
ENSG00000280200,130976786,130978812,2027
ENSG00000256204,130977562,130978768,1207
ENSG00000279581,130980667,130981367,701
ENSG00000240027,63760358,63760612,255
ENSG00000118600,63779833,63809792,29960
ENSG00000255642,63822021,63823895,1875
ENSG00000252393,121604902,121605012,111
ENSG00000139714,121648742,121672631,23890
ENSG00000188735,121712752,121783001,70250
ENSG00000139725,121777754,121803403,25650
ENSG00000212694,121795267,121803906,8640
ENSG00000272849,121797511,121801972,4462
ENSG00000135439,57723761,57742157,18397
ENSG00000207789,57824609,57824692,84
ENSG00000135127,119989236,120094494,105259
ENSG00000255575,120057035,120057180,146
ENSG00000111737,120095099,120117502,22404
ENSG00000089154,120127202,120194715,67514
ENSG00000266704,120155434,120155499,66
ENSG00000089157,120196699,120201235,4537
ENSG00000089159,120210439,120265771,55333
ENSG00000286067,120218070,120222668,4599
ENSG00000275936,120224744,120225421,678
ENSG00000240925,120247460,120247791,332
ENSG00000123009,120282303,120282716,414
ENSG00000202538,120291763,120291903,141
ENSG00000200795,120293097,120293237,141
ENSG00000275811,1151810,1153059,1250
ENSG00000249028,1380060,1391502,11443
ENSG00000267285,1385833,1386987,1155
ENSG00000111186,1529891,1647212,117322
ENSG00000171823,1565993,1594581,28589
ENSG00000082805,990509,1495933,505425
ENSG00000123095,26120030,26125037,5008
ENSG00000286752,26139249,26167741,28493
ENSG00000123094,25958232,26079892,121661
ENSG00000205592,40393395,40570832,177438
ENSG00000278687,28978584,28978685,102
ENSG00000135407,57797376,57818734,21359
ENSG00000212345,9624122,9624228,107
ENSG00000233719,9641723,9643011,1289
ENSG00000257027,9658567,9662085,3519
ENSG00000069493,9664969,9699553,34585
ENSG00000213443,9695384,9696227,844
ENSG00000256582,9704077,9709350,5274
ENSG00000110848,9752486,9760901,8416
ENSG00000256912,9817350,9818025,676
ENSG00000150045,9827481,9845007,17527
ENSG00000110852,9852369,9869386,17018
ENSG00000255882,9867027,9869808,2782
ENSG00000256797,9881489,9895833,14345
ENSG00000188393,9898673,9932370,33698
ENSG00000231560,9948137,9953336,5200
ENSG00000172322,9951316,9995694,44379
ENSG00000072609,132822187,132956304,134118
ENSG00000232888,132825701,132826184,484
ENSG00000252079,132835374,132835500,127
ENSG00000278949,132865855,132867958,2104
ENSG00000255703,132899984,132900368,385
ENSG00000250790,132911470,132914732,3263
ENSG00000196458,132918306,132956306,38001
ENSG00000256563,132972338,132972890,553
ENSG00000198393,132986365,133032952,46588
ENSG00000252269,132995190,132995302,113
ENSG00000255807,133033503,133033956,454
ENSG00000198040,133037292,133063304,26013
ENSG00000279466,133073516,133073983,468
ENSG00000279817,133077762,133078392,631
ENSG00000258118,30861921,30862179,259
ENSG00000283256,31366288,31366366,79
ENSG00000170456,31382226,31591136,208911
ENSG00000200388,31396390,31396501,112
ENSG00000275769,31443792,31444208,417
ENSG00000203437,31465062,31465842,781
ENSG00000256159,31477506,31477987,482
ENSG00000201228,31506303,31506404,102
ENSG00000225349,31534715,31535247,533
ENSG00000252390,31594093,31594206,114
ENSG00000231788,31597114,31597409,296
ENSG00000090615,132768902,132829143,60242
ENSG00000111344,113098819,113136239,37421
ENSG00000179912,57253762,57431043,177282
ENSG00000185633,57234903,57240715,5813
ENSG00000139343,95858952,95903828,44877
ENSG00000135473,56316223,56334053,17831
ENSG00000050405,50175788,50283520,107733
ENSG00000289040,77723756,77725645,1890
ENSG00000289310,40229956,40231409,1454
ENSG00000289476,95305929,95306863,935
ENSG00000289369,86737397,86739164,1768
ENSG00000289437,95260099,95261021,923
ENSG00000289283,70317612,70318920,1309
ENSG00000288863,113361328,113362608,1281
ENSG00000243129,13021260,13021606,347
ENSG00000111291,12940575,12952170,11596
ENSG00000139269,57452323,57459280,6958
ENSG00000110888,30709552,30823302,113751
ENSG00000111247,4538798,4560047,21250
ENSG00000010219,4562208,4615302,53095
ENSG00000256748,4601991,4603420,1430
ENSG00000272921,4604944,4662643,57700
ENSG00000111254,4615508,4649051,33544
ENSG00000256799,4635349,4636140,792
ENSG00000256381,4645496,4648027,2532
ENSG00000139180,4649095,4694317,45223
ENSG00000255639,4649101,4774184,125084
ENSG00000255474,4700417,4720102,19686
ENSG00000130035,4720400,4851927,131528
ENSG00000256988,4804499,4830747,26249
ENSG00000151079,4809334,4813318,3985
ENSG00000255608,4838955,4842675,3721
ENSG00000111262,4909905,4918256,8352
ENSG00000177990,63558913,63668939,110027
ENSG00000249753,63623788,63795718,171931
ENSG00000257005,63651627,63651930,304
ENSG00000196935,63843761,64162217,318457
ENSG00000242087,63871739,63872044,306
ENSG00000256571,63878787,63879474,688
ENSG00000256399,63887379,63888598,1220
ENSG00000255780,64032412,64032665,254
ENSG00000199740,50939927,50940026,100
ENSG00000272028,51014134,51014241,108
ENSG00000199903,51037499,51037602,104
ENSG00000200953,51156868,51156977,110
ENSG00000199824,51162901,51163007,107
ENSG00000185432,50923472,50932510,9039
ENSG00000289695,50924969,50970700,45732
ENSG00000271018,50756892,50757433,542
ENSG00000123268,50763710,50821162,57453
ENSG00000271490,50806335,50806437,103
ENSG00000243075,50841498,50841785,288
ENSG00000186452,50842920,50887884,44965
ENSG00000271621,50847925,50848312,388
ENSG00000214511,50952538,50970607,18070
ENSG00000235602,8133772,8134849,1078
ENSG00000284393,8138140,8175320,37181
ENSG00000256171,8141168,8142697,1530
ENSG00000276417,8205984,8207397,1414
ENSG00000275367,8217758,8221115,3358
ENSG00000171847,8221260,8227618,6359
ENSG00000196465,56152256,56159647,7392
ENSG00000238943,8592476,8592585,110
ENSG00000252727,8597509,8597640,132
ENSG00000280345,8631545,8632259,715
ENSG00000255967,8634367,8637608,3242
ENSG00000111732,8602155,8613242,11088
ENSG00000206636,7976259,7976360,102
ENSG00000240739,7994770,7995084,315
ENSG00000255964,8015024,8016406,1383
ENSG00000255581,8017201,8017860,660
ENSG00000065970,8032716,8055517,22802
ENSG00000171860,8056844,8066359,9516
ENSG00000089818,8076939,8097881,20943
ENSG00000279865,8080381,8082163,1783
ENSG00000284697,8082269,8138548,56280
ENSG00000111729,8123617,8138607,14991
ENSG00000196946,8157015,8188537,31523
ENSG00000277952,8340182,8340397,216
ENSG00000129317,43718992,43758793,39802
ENSG00000151239,43793723,43806328,12606
ENSG00000258212,44008620,44010143,1524
ENSG00000198001,43758944,43798307,39364
ENSG00000257258,29142969,29158537,15569
ENSG00000064763,29149016,29341121,192106
ENSG00000275278,29156448,29156991,544
ENSG00000275476,29277397,29277882,486
ENSG00000274315,29331434,29331936,503
ENSG00000273680,29332733,29333383,651
ENSG00000087502,29337352,29381189,43838
ENSG00000257456,29519731,29529974,10244
ENSG00000084444,13044381,13142521,98141
ENSG00000257989,52092485,52104297,11813
ENSG00000167767,52168996,52192014,23019
ENSG00000257649,52229093,52229588,496
ENSG00000135480,52232520,52252186,19667
ENSG00000257671,52245048,52247448,2401
ENSG00000170442,52249300,52309163,59864
ENSG00000284883,52263948,52267540,3593
ENSG00000257830,52274647,52279156,4510
ENSG00000285102,52275821,52277736,1916
ENSG00000205426,52285913,52291534,5622
ENSG00000287051,52298856,52306287,7432
ENSG00000257829,52306616,52308371,1756
ENSG00000170523,52314301,52321398,7098
ENSG00000135443,52360006,52367481,7476
ENSG00000161849,52377812,52385652,7841
ENSG00000258253,52380460,52402407,21948
ENSG00000161850,52393931,52406335,12405
ENSG00000257500,52407580,52428494,20915
ENSG00000257844,52411742,52421867,10126
ENSG00000170454,52424070,52434371,10302
ENSG00000185479,52446651,52452146,5496
ENSG00000170465,52468516,52473805,5290
ENSG00000205420,52487176,52493257,6082
ENSG00000186081,52514575,52520530,5956
ENSG00000139648,52543909,52553145,9237
ENSG00000170484,52565782,52573843,8062
ENSG00000170486,52585589,52601538,15950
ENSG00000186049,52607570,52618559,10990
ENSG00000258120,52630339,52634456,4118
ENSG00000155974,66347431,67069162,721732
ENSG00000198431,104215779,104350307,134529
ENSG00000258111,104514029,104514439,411
ENSG00000279176,104552073,104553447,1375
ENSG00000187950,29412474,29497686,85213
ENSG00000110921,109573255,109598125,24871
ENSG00000121377,10801532,10802627,1096
ENSG00000121314,10806051,10807286,1236
ENSG00000121381,10809094,10810168,1075
ENSG00000256651,10831074,10832016,943
ENSG00000111215,10845849,10849475,3627
ENSG00000212128,10907926,10909562,1637
ENSG00000134551,10929236,10934845,5610
ENSG00000212125,10964425,10965352,928
ENSG00000263838,47187812,47187891,80
ENSG00000276454,47265665,47266108,444
ENSG00000199566,47346166,47346297,132
ENSG00000264906,47364186,47364269,84
ENSG00000276272,56411944,56413190,1247
ENSG00000274569,56413647,56414045,399
ENSG00000111602,56416363,56449426,33064
ENSG00000170581,56341597,56360203,18607
ENSG00000067182,6328757,6342114,13358
ENSG00000029153,27332836,27425289,92454
ENSG00000288971,27428819,27430288,1470
ENSG00000119242,123918660,123972831,54172
ENSG00000270130,123960717,123961244,528
ENSG00000270048,123962555,123962817,263
ENSG00000269997,123966077,123966629,553
ENSG00000269938,123968023,123968579,557
ENSG00000270061,123969990,123970344,355
ENSG00000270095,123971457,123971714,258
ENSG00000179195,123971845,124015439,43595
ENSG00000274874,123973215,124088594,115380
ENSG00000256827,124005871,124006225,355
ENSG00000275389,124085761,124088598,2838
ENSG00000275967,124337181,124337242,62
ENSG00000255965,124383381,124383510,130
ENSG00000135519,49539030,49558337,19308
ENSG00000187778,49556544,49568145,11602
ENSG00000110844,49568218,49644666,76449
ENSG00000257964,49576840,49577505,666
ENSG00000135436,49582885,49605639,22755
ENSG00000199237,49593104,49593213,110
ENSG00000258284,49594091,49594258,168
ENSG00000257243,49595148,49595688,541
ENSG00000258104,49619334,49619612,279
ENSG00000161791,49636499,49708165,71667
ENSG00000257570,49709237,49709336,100
ENSG00000182196,122980060,122982913,2854
ENSG00000182326,6988259,7071032,82774
ENSG00000123364,53938831,53946544,7714
ENSG00000123407,53954903,53958956,4054
ENSG00000275589,53963629,53963697,69
ENSG00000277994,53965965,53966061,97
ENSG00000274817,53968002,53968178,177
ENSG00000277129,53968351,53968501,151
ENSG00000123388,53973126,53977643,4518
ENSG00000180818,53985065,53990279,5215
ENSG00000197757,53990624,54030823,40200
ENSG00000207924,53991738,53991847,110
ENSG00000180806,53994895,54003337,8443
ENSG00000037965,54008985,54012769,3785
ENSG00000207571,54033950,54034045,96
ENSG00000276045,121626509,121643218,16710
ENSG00000174527,109347900,109455523,107624
ENSG00000171840,564296,663589,99294
ENSG00000238370,589530,589589,60
ENSG00000255825,590633,591269,637
ENSG00000224438,2781904,2782371,468
ENSG00000004478,2794970,2805423,10454
ENSG00000111203,2812622,2859791,47170
ENSG00000288984,2824876,2826220,1345
ENSG00000053702,2825348,2835544,10197
ENSG00000283297,2849046,2857039,7994
ENSG00000111206,2857680,2877174,19495
ENSG00000171792,2876258,2889524,13267
ENSG00000078246,2877223,2941138,63916
ENSG00000278356,2885819,2886329,511
ENSG00000252996,2954240,2954338,99
ENSG00000197905,2959330,3040676,81347
ENSG00000250899,3041437,3044950,3514
ENSG00000234589,3071532,3072145,614
ENSG00000011105,3077355,3286564,209210
ENSG00000278469,3124777,3125063,287
ENSG00000256197,3149797,3151476,1680
ENSG00000275850,3171657,3174056,2400
ENSG00000227081,3211663,3211917,255
ENSG00000111218,3381349,3593973,212625
ENSG00000256691,3462718,3463586,869
ENSG00000280202,3610307,3612003,1697
ENSG00000222338,3726222,3726327,106
ENSG00000180881,75275979,75390928,114950
ENSG00000165935,27446736,27502185,55450
ENSG00000076248,109097597,109126725,29129
ENSG00000284723,48525632,48526570,939
ENSG00000111325,122974580,122980043,5464
ENSG00000283536,53241900,53242722,823
ENSG00000198678,48559882,48562956,3075
ENSG00000121318,10825219,10826358,1140
ENSG00000177084,132623753,132687376,63624
ENSG00000289229,45728313,45728764,452
ENSG00000278475,45789189,45789657,469
ENSG00000265093,45874035,45874330,296
ENSG00000270429,45880950,45882266,1317
ENSG00000289401,120572901,120573600,700
ENSG00000139636,49097136,49110900,13765
ENSG00000135506,57693841,57728342,34502
ENSG00000227525,19089151,19089888,738
ENSG00000256844,19107854,19108183,330
ENSG00000253284,19147074,19154659,7586
ENSG00000240993,19176288,19176589,302
ENSG00000243854,19303480,19303775,296
ENSG00000255909,19413153,19413461,309
ENSG00000271462,19418927,19419161,235
ENSG00000200247,19445949,19446055,107
ENSG00000245205,19456244,19457648,1405
ENSG00000240328,19508904,19509245,342
ENSG00000287074,19582317,19583274,958
ENSG00000289595,68804873,68806089,1217
ENSG00000286279,59322745,59436874,114130
ENSG00000290042,27460485,27460781,297
ENSG00000290059,7493221,7494705,1485
ENSG00000277283,120116907,120119003,2097
ENSG00000174243,48829756,48852842,23087
ENSG00000126749,6970913,6979936,9024
ENSG00000290146,6970921,6997428,26508
ENSG00000208892,132031224,132031359,136
ENSG00000257000,132077803,132080460,2658
ENSG00000274670,132083540,132083779,240
ENSG00000279640,132100013,132100820,808
ENSG00000256804,132126461,132126764,304
ENSG00000185163,132136594,132144319,7726
ENSG00000184967,132144457,132152473,8017
ENSG00000276693,132169823,132170043,221
ENSG00000279480,132200436,132201287,852
ENSG00000183495,131949942,132080460,130519
ENSG00000087470,32679200,32745650,66451
ENSG00000256835,67978107,67978387,281
ENSG00000244432,68001394,68001548,155
ENSG00000236946,68035767,68036853,1087
ENSG00000256708,68143318,68143690,373
ENSG00000111537,68154768,68159740,4973
ENSG00000111536,68201349,68225810,24462
ENSG00000127318,68248242,68253604,5363
ENSG00000111554,68272443,68332381,59939
ENSG00000178882,123973241,124316024,342784
ENSG00000273049,53985845,54034888,49044
ENSG00000273046,54017110,54035361,18252
ENSG00000198353,54016931,54056030,39100
ENSG00000172789,54033050,54035361,2312
ENSG00000202146,54099191,54099302,112
ENSG00000123415,54121277,54189008,67732
ENSG00000257534,54162065,54164452,2388
ENSG00000231887,10824960,11171608,346649
ENSG00000275778,10845849,11171600,325752
ENSG00000212127,10937408,11171573,234166
ENSG00000212126,10985913,10986912,1000
ENSG00000255837,10995961,10998304,2344
ENSG00000212124,11021619,11022620,1002
ENSG00000256436,11030387,11031407,1021
ENSG00000256019,11048332,11049256,925
ENSG00000226761,11061365,11062294,930
ENSG00000255374,11091287,11092313,1027
ENSG00000256400,11097179,11097274,96
ENSG00000256188,11132958,11134644,1687
ENSG00000256981,11158785,11159694,910
ENSG00000256712,11166090,11171353,5264
ENSG00000256537,11171194,11176016,4823
ENSG00000287243,3483714,3492819,9106
ENSG00000212440,9286673,9286822,150
ENSG00000255753,9314402,9316173,1772
ENSG00000279001,121096027,121096429,403
ENSG00000257851,51712469,51713606,1138
ENSG00000284730,51813921,51814925,1005
ENSG00000196876,51590266,51812864,222599
ENSG00000120645,66767,178455,111689
ENSG00000249695,137411,149169,11759
ENSG00000111181,190077,214570,24494
ENSG00000010379,220621,262873,42253
ENSG00000255746,253442,257299,3858
ENSG00000261799,273954,277123,3170
ENSG00000290285,274821,276722,1902
ENSG00000073614,280057,389320,109264
ENSG00000120647,389273,442642,53370
ENSG00000289766,13088784,13103484,14701
ENSG00000134532,23529504,24562544,1033041
ENSG00000216192,24212421,24212495,75
ENSG00000256852,24583561,24584549,989
ENSG00000244662,24642687,24643166,480
ENSG00000183395,102196459,102197833,1375
ENSG00000281344,102197585,102402596,205012
ENSG00000264554,102217318,102217613,296
ENSG00000017427,102395874,102481744,85871
ENSG00000257254,102513251,102513655,405
ENSG00000067715,78863993,79452008,588016
ENSG00000221788,79419257,79419321,65
ENSG00000257604,79500119,79500687,569
ENSG00000257956,79558782,79559166,385
ENSG00000176915,132725503,132761832,36330
ENSG00000247077,132710819,132722734,11916
ENSG00000248593,6884898,6885684,787
ENSG00000272937,55611623,55612554,932
ENSG00000203408,55376824,55377736,913
ENSG00000233606,55388445,55389374,930
ENSG00000286220,110050991,110073543,22553
ENSG00000290863,110049360,110073686,24327
ENSG00000255583,63684748,63724935,40188
ENSG00000244050,8199599,8206710,7112
ENSG00000164845,8232512,8242948,10437
ENSG00000257896,43738829,43739854,1026
ENSG00000257542,52107278,52108261,984
ENSG00000135477,52250466,52258553,8088
ENSG00000274928,52341197,52354036,12840
ENSG00000256594,9653683,9657043,3361
ENSG00000185684,132104021,132127177,23157
ENSG00000250654,54079267,54080288,1022
ENSG00000256274,11077316,11078242,927
ENSG00000291182,11076769,11079171,2403
ENSG00000250770,3298210,3337202,38993
ENSG00000256069,9229376,9275817,46442
ENSG00000256650,15112363,15114698,2336
ENSG00000255660,15151923,15155283,3361
ENSG00000256283,15255213,15255823,611
ENSG00000243916,15439527,15440401,875
ENSG00000271327,89367807,89369301,1495
ENSG00000139323,89419718,89526047,106330
ENSG00000226982,89500093,89502670,2578
ENSG00000259075,89519408,89526262,6855
ENSG00000257594,89519412,89524796,5385
ENSG00000279939,89544203,89544488,286
ENSG00000252207,89726936,89727042,107
ENSG00000257480,89752913,89753831,919
ENSG00000252823,89754059,89754152,94
ENSG00000070961,89588049,89709366,121318
ENSG00000121361,21764955,21775600,10646
ENSG00000276136,32000375,32001222,848
ENSG00000257094,32007127,32007435,309
ENSG00000257852,32072734,32072880,147
ENSG00000271357,32100485,32100735,251
ENSG00000151746,32106835,32383633,276799
ENSG00000277342,32109076,32109602,527
ENSG00000258134,32227410,32228154,745
ENSG00000274964,32339368,32340724,1357
ENSG00000276115,32352349,32354144,1796
ENSG00000018236,40692439,41072415,379977
ENSG00000274682,40978744,40979244,501
ENSG00000110900,30926428,30996602,70175
ENSG00000226472,31005777,31005848,72
ENSG00000013573,31073860,31104799,30940
ENSG00000212533,31076867,31077016,150
ENSG00000270926,31105105,31106830,1726
ENSG00000177359,31112236,31201235,89000
ENSG00000291098,31131455,31135627,4173
ENSG00000291251,31158897,31172377,13481
ENSG00000291252,31172906,31200478,27573
ENSG00000270766,31244440,31244685,246
ENSG00000243517,31251992,31252597,606
ENSG00000270395,31254361,31254445,85
ENSG00000275097,31280422,31280895,474
ENSG00000256176,31311617,31312029,413
ENSG00000241251,43560784,43561297,514
ENSG00000257813,43569769,43572038,2270
ENSG00000271508,43633093,43633281,189
ENSG00000257907,43659827,43661101,1275
ENSG00000291253,43736628,43739189,2562
ENSG00000290959,43739635,43741067,1433
ENSG00000291190,9228533,9234207,5675
ENSG00000291254,9247656,9268113,20458
ENSG00000212432,9445058,9445205,148
ENSG00000214776,9480608,9575695,95088
ENSG00000256975,9506347,9508440,2094
ENSG00000291289,9512756,9542687,29932
ENSG00000290469,9557314,9576275,18962
ENSG00000111796,9594551,9607916,13366
ENSG00000291295,49293252,49293997,746
ENSG00000135406,49295147,49298686,3540
ENSG00000123352,49366584,49527425,160842
ENSG00000111450,130789600,130839254,49655
ENSG00000089163,120302316,120313249,10934
ENSG00000252659,120313238,120313341,104
ENSG00000170890,120322115,120327779,5665
ENSG00000135097,120341330,120369164,27835
ENSG00000111786,120461672,120495946,34275
ENSG00000248008,120488079,120495954,7876
ENSG00000279193,130121925,130122974,1050
ENSG00000276122,130138693,130140768,2076
ENSG00000280405,130144954,130145691,738
ENSG00000111432,130162459,130165740,3282
ENSG00000242963,130216807,130217157,351
ENSG00000198056,56730438,56752374,21937
ENSG00000139154,19404045,19720801,316757
ENSG00000200885,19724435,19724599,165
ENSG00000052126,19129669,19376400,246732
ENSG00000134533,15107783,15348675,240893
ENSG00000139289,76025447,76031776,6330
ENSG00000177981,48147789,48181213,33425
ENSG00000258051,48160245,48160878,634
ENSG00000257885,48168847,48169659,813
ENSG00000257848,48171590,48173353,1764
ENSG00000177875,48183644,48185926,2283
ENSG00000279875,48189349,48191207,1859
ENSG00000275228,48327942,48328472,531
ENSG00000258273,48333755,48333901,147
ENSG00000167528,48337180,48351414,14235
ENSG00000257763,48355792,48356614,823
ENSG00000258024,48385417,48386265,849
ENSG00000257792,48394510,48395392,883
ENSG00000273434,48417150,48417337,188
ENSG00000226413,48442030,48442947,918
ENSG00000290754,55608043,55615878,7836
ENSG00000135424,55684568,55716404,31837
ENSG00000172640,48202339,48203292,954
ENSG00000187166,48328980,48330279,1300
ENSG00000060709,130396133,130768228,372096
ENSG00000242986,29658376,29658798,423
ENSG00000255885,7870852,7871370,519
ENSG00000176654,7892576,7898903,6328
ENSG00000255356,7896608,7896956,349
ENSG00000196498,124324415,124567612,243198
ENSG00000185046,98726457,99984936,1258480
ENSG00000135517,56449502,56469166,19665
ENSG00000285528,56449700,56488170,38471
ENSG00000176422,56468578,56479708,11131
ENSG00000135423,56470944,56488414,17471
ENSG00000257576,56511002,56512703,1702
ENSG00000076067,56521820,56596193,74374
ENSG00000152936,25409307,25648579,239273
ENSG00000111305,13083532,13103683,20152
ENSG00000079387,48039784,48106079,66296
ENSG00000152556,48105139,48146404,41266
ENSG00000260597,54019910,54022589,2680
ENSG00000290712,6884682,6885786,1105
ENSG00000159335,6765516,6770952,5437
ENSG00000139546,53500921,53506431,5511
ENSG00000135100,120978543,121002512,23970
ENSG00000126746,6666477,6689572,23096
ENSG00000151067,1970772,2697950,727179
ENSG00000133703,25205246,25250936,45691
ENSG00000139370,128793194,128823958,30765
ENSG00000279500,128813186,128814750,1565
ENSG00000274695,128826836,128827579,744
ENSG00000151948,128853427,128984968,131542
ENSG00000255838,128944274,128945203,930
ENSG00000256581,129013336,129016663,3328
ENSG00000277217,129170092,129170238,147
ENSG00000256699,129208601,129212662,4062
ENSG00000111641,6556863,6568691,11829
ENSG00000186136,11185993,11186937,945
ENSG00000256657,11196075,11196996,922
ENSG00000275119,11212219,11251389,39171
ENSG00000197870,11265914,11269707,3794
ENSG00000230657,11307077,11310436,3360
ENSG00000251655,11351823,11355591,3769
ENSG00000257730,49770960,49771136,177
ENSG00000167566,49791146,49828750,37605
ENSG00000186666,49836043,49843106,7064
ENSG00000242041,49863173,49863503,331
ENSG00000135472,49866896,49904217,37322
ENSG00000167580,49950737,49958878,8142
ENSG00000257378,49954639,49956125,1487
ENSG00000161798,49961872,49965682,3811
ENSG00000086159,49967194,49977139,9946
ENSG00000161800,49976923,50033136,56214
ENSG00000110881,50057548,50083611,26064
ENSG00000066117,50085200,50100707,15508
ENSG00000167588,50103982,50111313,7332
ENSG00000178449,50112082,50120457,8376
ENSG00000272368,50112197,50165618,53422
ENSG00000139624,50129289,50167533,38245
ENSG00000153179,64507001,64697564,190564
ENSG00000257465,117245551,117246164,614
ENSG00000255686,117453012,117456986,3975
ENSG00000171435,117453012,117968990,515979
ENSG00000256071,117889454,117891008,1555
ENSG00000122966,119685791,119877320,191530
ENSG00000139718,121804009,121832656,28648
ENSG00000158104,121839527,121863596,24070
ENSG00000287493,121887540,121888643,1104
ENSG00000110801,121888732,121918297,29566
ENSG00000256950,121888809,121921470,32662
ENSG00000283389,121897583,121897826,244
ENSG00000239082,121908103,121908163,61
ENSG00000158023,121918592,122003927,85336
ENSG00000255856,122007434,122020063,12630
ENSG00000110987,122019422,122062044,42623
ENSG00000175727,122078756,122147344,68589
ENSG00000139726,122752824,122771064,18241
ENSG00000033030,122471600,122500932,29333
ENSG00000111271,111686053,111757107,71055
ENSG00000257767,111753890,111791418,37529
ENSG00000111275,111766887,111817532,50646
ENSG00000292259,111842237,111842368,132
ENSG00000189079,45729706,45908040,178335
ENSG00000133687,29500840,29784759,283920
ENSG00000250517,63003553,63004694,1142
ENSG00000293081,63003679,63006902,3224
ENSG00000258230,101773114,101773421,308
ENSG00000293094,101773188,101773755,568
ENSG00000258128,87783118,87784568,1451
ENSG00000227825,98454877,98457115,2239
ENSG00000240370,6883996,6884613,618
ENSG00000293161,6873389,6884741,11353
ENSG00000213970,4324372,4324811,440
ENSG00000258679,56871710,56872367,658
ENSG00000293169,56822985,56874268,51284
ENSG00000240399,48054971,48055253,283
ENSG00000241749,65758121,65758998,878
ENSG00000241129,124935488,124935860,373
ENSG00000293207,124935455,124935895,441
ENSG00000216306,94834147,94835158,1012
ENSG00000293230,94834454,94835028,575
ENSG00000197376,48528251,48528676,426
ENSG00000183935,13001499,13002834,1336
ENSG00000257129,107911325,107912297,973
ENSG00000257246,51124628,51125381,754
ENSG00000293248,51124099,51125385,1287
ENSG00000244573,14356865,14357517,653
ENSG00000243024,64396533,64396997,465
ENSG00000257150,95672305,95673068,764
ENSG00000256682,10894943,10895882,940
ENSG00000293285,10895168,10896952,1785
ENSG00000256030,2786931,2787582,652
ENSG00000256552,8368992,8369360,369
ENSG00000257501,97732581,97733267,687
ENSG00000134297,45173190,45174713,1524
ENSG00000256984,31015443,31015806,364
ENSG00000239881,120371388,120371635,248
ENSG00000257943,95311312,95416098,104787
ENSG00000135502,57619527,57626036,6510
ENSG00000196534,55115533,55116473,941
ENSG00000255669,2761200,2775658,14459
ENSG00000184293,9722644,9733030,10387
ENSG00000182796,55832159,55834988,2830
ENSG00000290040,14366086,14366594,509
ENSG00000255763,14237091,14237321,231
ENSG00000251908,14250232,14250341,110
ENSG00000288744,103965893,103966794,902
ENSG00000233381,31615023,31652095,37073
ENSG00000184047,122207668,122226062,18395
ENSG00000284934,122207662,122227534,19873
ENSG00000290966,52250544,52258867,8324
ENSG00000256356,4097451,4099519,2069
ENSG00000242444,4109661,4110215,555
ENSG00000290063,4275562,4275755,194
ENSG00000293166,4323724,4324591,868
ENSG00000293244,107910403,107912620,2218
ENSG00000258072,107881817,107903948,22132
ENSG00000293237,13000420,13004830,4411
ENSG00000013588,12890782,12917937,27156
ENSG00000219410,6663260,6672069,8810
ENSG00000240631,106910757,106911109,353
ENSG00000151135,106955719,106978778,23060
ENSG00000120832,106973120,106987163,14044
ENSG00000008405,106991364,107093549,102186
ENSG00000047617,5531869,5946232,414364
ENSG00000293554,107880581,107883386,2806
ENSG00000288623,120534697,120534957,261
ENSG00000285133,57517712,57520480,2769
ENSG00000139567,51906908,51923361,16454
ENSG00000284791,52079704,52108255,28552
ENSG00000057294,32790745,32896798,106054
ENSG00000111249,111034165,111350554,316390
ENSG00000273700,111304142,111304209,68
ENSG00000253080,111339527,111339621,95
ENSG00000198324,111360651,111369121,8471
ENSG00000257539,111381867,111385638,3772
ENSG00000173093,110846769,110907535,60767
ENSG00000111245,110909996,111052434,142439
ENSG00000273079,13437942,13982002,544061
ENSG00000133704,30628988,30695869,66882
ENSG00000293340,31012503,31015667,3165
ENSG00000166888,57095408,57132139,36732
ENSG00000202534,92952639,92952745,107
ENSG00000207365,93021606,93021712,107
ENSG00000270506,93035261,93035744,484
ENSG00000256393,93083598,93083675,78
ENSG00000201502,93266017,93266096,80
ENSG00000257512,93315571,93315703,133
ENSG00000278872,132279256,132280900,1645
ENSG00000277011,132282814,132284606,1793
ENSG00000279113,132332005,132332432,428
ENSG00000286008,132344477,132345352,876
