protein1,protein2,combined_score,protein1_original_name,protein2_original_name
9606.ENSP00000211998,9606.ENSP00000435389,292,VCL,PLEKHA7
9606.ENSP00000211998,9606.ENSP00000420213,977,VCL,FLNB
9606.ENSP00000211998,9606.ENSP00000470152,327,VCL,DTNA
9606.ENSP00000211998,9606.ENSP00000200181,218,VCL,ITGB4
9606.ENSP00000212015,9606.ENSP00000219476,718,SIRT1,TSC2
9606.ENSP00000212015,9606.ENSP00000384018,381,SIRT1,NCOR2
9606.ENSP00000212015,9606.ENSP00000390436,299,SIRT1,GLI2
9606.ENSP00000212015,9606.ENSP00000254846,551,SIRT1,KDM6B
9606.ENSP00000212355,9606.ENSP00000293879,171,TGFBR3,WDR90
9606.ENSP00000215375,9606.ENSP00000254846,710,ATP5F1D,KDM6B
9606.ENSP00000215570,9606.ENSP00000367888,161,TIMM13,LRP4
9606.ENSP00000215574,9606.ENSP00000267113,292,CDC34,ESYT1
9606.ENSP00000215574,9606.ENSP00000313420,292,CDC34,PRKDC
9606.ENSP00000215574,9606.ENSP00000234420,292,CDC34,MSH6
9606.ENSP00000215582,9606.ENSP00000435389,292,MISP,PLEKHA7
9606.ENSP00000215730,9606.ENSP00000363435,260,SNAP29,ITPR3
9606.ENSP00000215754,9606.ENSP00000336783,190,MIF,TNRC6C
9606.ENSP00000215793,9606.ENSP00000348984,187,SF3A1,SON
9606.ENSP00000215793,9606.ENSP00000359454,307,SF3A1,HFM1
9606.ENSP00000215794,9606.ENSP00000313420,292,USP18,PRKDC
9606.ENSP00000215829,9606.ENSP00000359454,347,SNRPD3,HFM1
9606.ENSP00000215832,9606.ENSP00000325827,161,MAPK1,SEC16A
9606.ENSP00000215832,9606.ENSP00000219476,292,MAPK1,TSC2
9606.ENSP00000215832,9606.ENSP00000420213,477,MAPK1,FLNB
9606.ENSP00000215832,9606.ENSP00000435389,292,MAPK1,PLEKHA7
9606.ENSP00000215855,9606.ENSP00000345133,163,CRYBB3,CDC42BPG
9606.ENSP00000215855,9606.ENSP00000219476,362,CRYBB3,TSC2
9606.ENSP00000215882,9606.ENSP00000313420,161,SLC25A1,PRKDC
9606.ENSP00000215912,9606.ENSP00000377275,167,PIK3IP1,GOLGB1
9606.ENSP00000215957,9606.ENSP00000435389,292,MICALL1,PLEKHA7
9606.ENSP00000216027,9606.ENSP00000293879,167,HSCB,WDR90
9606.ENSP00000216027,9606.ENSP00000302728,292,HSCB,GUSB
9606.ENSP00000216027,9606.ENSP00000473469,292,HSCB,DENND4C
9606.ENSP00000216027,9606.ENSP00000346643,292,HSCB,HKDC1
9606.ENSP00000216036,9606.ENSP00000293879,361,RSPH14,WDR90
9606.ENSP00000216037,9606.ENSP00000234420,356,XBP1,MSH6
9606.ENSP00000216038,9606.ENSP00000453508,386,RTCB,TLN2
9606.ENSP00000216044,9606.ENSP00000263934,165,GTPBP1,KIF1B
9606.ENSP00000216068,9606.ENSP00000383737,206,DNAL4,DNAH14
9606.ENSP00000216068,9606.ENSP00000374045,206,DNAL4,DNAH6
9606.ENSP00000216068,9606.ENSP00000254579,206,DNAL4,DNHD1
9606.ENSP00000216075,9606.ENSP00000265316,165,MIOX,ABCB6
9606.ENSP00000216121,9606.ENSP00000395538,198,NIPSNAP1,TNRC18
9606.ENSP00000216122,9606.ENSP00000257430,292,MCM5,APC
9606.ENSP00000216122,9606.ENSP00000435389,292,MCM5,PLEKHA7
9606.ENSP00000216139,9606.ENSP00000293879,167,ACR,WDR90
9606.ENSP00000216144,9606.ENSP00000471457,158,CABP7,MYO9B
9606.ENSP00000216144,9606.ENSP00000293879,190,CABP7,WDR90
9606.ENSP00000216160,9606.ENSP00000336783,221,TAB1,TNRC6C
9606.ENSP00000216181,9606.ENSP00000363435,194,MYH9,ITPR3
9606.ENSP00000216181,9606.ENSP00000493594,924,MYH9,MYH14
9606.ENSP00000216181,9606.ENSP00000386331,800,MYH9,MYO7A
9606.ENSP00000216181,9606.ENSP00000435389,292,MYH9,PLEKHA7
9606.ENSP00000216185,9606.ENSP00000493594,229,TXN2,MYH14
9606.ENSP00000216190,9606.ENSP00000435389,292,EIF3D,PLEKHA7
9606.ENSP00000216200,9606.ENSP00000471457,158,PVALB,MYO9B
9606.ENSP00000216200,9606.ENSP00000293879,190,PVALB,WDR90
9606.ENSP00000216225,9606.ENSP00000257430,499,RBX1,APC
9606.ENSP00000216225,9606.ENSP00000493594,161,RBX1,MYH14
9606.ENSP00000216225,9606.ENSP00000390436,499,RBX1,GLI2
9606.ENSP00000216237,9606.ENSP00000365588,154,L3MBTL2,MDC1
9606.ENSP00000216237,9606.ENSP00000363435,197,L3MBTL2,ITPR3
9606.ENSP00000216252,9606.ENSP00000359454,309,PHF5A,HFM1
9606.ENSP00000216271,9606.ENSP00000384018,866,HDAC10,NCOR2
9606.ENSP00000216274,9606.ENSP00000313420,163,RIPK3,PRKDC
9606.ENSP00000216286,9606.ENSP00000265131,292,NID2,TNC
9606.ENSP00000216286,9606.ENSP00000222399,737,NID2,LAMB1
9606.ENSP00000216286,9606.ENSP00000264187,772,NID2,NID1
9606.ENSP00000216297,9606.ENSP00000234420,236,SUPT16H,MSH6
9606.ENSP00000216297,9606.ENSP00000313420,193,SUPT16H,PRKDC
9606.ENSP00000216297,9606.ENSP00000370196,177,SUPT16H,SBF1
9606.ENSP00000216297,9606.ENSP00000336783,301,SUPT16H,TNRC6C
9606.ENSP00000216336,9606.ENSP00000293879,167,CTSG,WDR90
9606.ENSP00000216338,9606.ENSP00000293879,167,GZMH,WDR90
9606.ENSP00000216341,9606.ENSP00000313420,292,GZMB,PRKDC
9606.ENSP00000216341,9606.ENSP00000293879,167,GZMB,WDR90
9606.ENSP00000216361,9606.ENSP00000499044,171,COCH,RPS27
9606.ENSP00000216361,9606.ENSP00000372136,193,COCH,DEFA1B
9606.ENSP00000216361,9606.ENSP00000318165,192,COCH,OS9
9606.ENSP00000216361,9606.ENSP00000369889,405,COCH,COL2A1
9606.ENSP00000216361,9606.ENSP00000379339,158,COCH,RPS29
9606.ENSP00000216361,9606.ENSP00000302724,224,COCH,INSL5
9606.ENSP00000216361,9606.ENSP00000301904,226,COCH,SCARA3
9606.ENSP00000216361,9606.ENSP00000492441,158,COCH,RPS10-NUDT3
9606.ENSP00000216361,9606.ENSP00000292586,161,COCH,MRNIP
9606.ENSP00000216361,9606.ENSP00000313437,167,COCH,MMP19
9606.ENSP00000216361,9606.ENSP00000339801,239,COCH,IDS
9606.ENSP00000216361,9606.ENSP00000367806,190,COCH,RPS16
9606.ENSP00000216361,9606.ENSP00000394033,406,COCH,KCNK2
9606.ENSP00000216361,9606.ENSP00000258955,158,COCH,RSAD1
9606.ENSP00000216361,9606.ENSP00000346050,190,COCH,RPS3A
9606.ENSP00000216361,9606.ENSP00000414321,188,COCH,RPS24
9606.ENSP00000216361,9606.ENSP00000296674,190,COCH,RPS23
9606.ENSP00000216361,9606.ENSP00000385958,159,COCH,RPS14
9606.ENSP00000216361,9606.ENSP00000053468,158,COCH,MRPS10
9606.ENSP00000216361,9606.ENSP00000435777,161,COCH,RPS13
9606.ENSP00000216361,9606.ENSP00000379888,190,COCH,RPS8
9606.ENSP00000216361,9606.ENSP00000342850,299,COCH,SERPINA6
9606.ENSP00000216361,9606.ENSP00000359571,171,COCH,CXorf66
9606.ENSP00000216361,9606.ENSP00000384018,277,COCH,NCOR2
9606.ENSP00000216361,9606.ENSP00000393241,190,COCH,RPS18
9606.ENSP00000216361,9606.ENSP00000426909,161,COCH,RACK1
9606.ENSP00000216361,9606.ENSP00000257347,167,COCH,CARS2
9606.ENSP00000216361,9606.ENSP00000263593,214,COCH,SIAE
9606.ENSP00000216361,9606.ENSP00000498019,190,COCH,RPS17
9606.ENSP00000216361,9606.ENSP00000470972,190,COCH,RPS19
9606.ENSP00000216361,9606.ENSP00000481697,165,COCH,RSRC1
9606.ENSP00000216361,9606.ENSP00000481646,158,COCH,RPS10
9606.ENSP00000216361,9606.ENSP00000384952,157,COCH,MRPS12
9606.ENSP00000216361,9606.ENSP00000348849,190,COCH,RPS26
9606.ENSP00000216361,9606.ENSP00000223641,161,COCH,SEC61B
9606.ENSP00000216361,9606.ENSP00000341885,220,COCH,RPS2
9606.ENSP00000216361,9606.ENSP00000364979,405,COCH,COL4A1
9606.ENSP00000216361,9606.ENSP00000495273,190,COCH,RPS7
9606.ENSP00000216361,9606.ENSP00000466010,193,COCH,RPS15
9606.ENSP00000216361,9606.ENSP00000270625,190,COCH,RPS11
9606.ENSP00000216361,9606.ENSP00000431548,222,COCH,TMEM25
9606.ENSP00000216361,9606.ENSP00000429374,193,COCH,RPS20
9606.ENSP00000216361,9606.ENSP00000230050,165,COCH,RPS12
9606.ENSP00000216361,9606.ENSP00000472469,190,COCH,RPS28
9606.ENSP00000216361,9606.ENSP00000331019,171,COCH,RPS27L
9606.ENSP00000216361,9606.ENSP00000363308,161,COCH,WDR31
9606.ENSP00000216361,9606.ENSP00000278572,193,COCH,RPS3
9606.ENSP00000216361,9606.ENSP00000326981,157,COCH,IMP3
9606.ENSP00000216361,9606.ENSP00000009530,159,COCH,CD74
9606.ENSP00000216361,9606.ENSP00000320650,165,COCH,DNAJC25
9606.ENSP00000216361,9606.ENSP00000225964,405,COCH,COL1A1
9606.ENSP00000216361,9606.ENSP00000389351,171,COCH,RPSA
9606.ENSP00000216361,9606.ENSP00000332353,230,COCH,PTCH1
9606.ENSP00000216361,9606.ENSP00000368544,624,COCH,VIT
9606.ENSP00000216361,9606.ENSP00000346032,438,COCH,ANXA2
9606.ENSP00000216361,9606.ENSP00000466664,708,COCH,SLC44A2
9606.ENSP00000216361,9606.ENSP00000375632,190,COCH,RPS9
9606.ENSP00000216361,9606.ENSP00000317891,163,COCH,TNIP1
9606.ENSP00000216361,9606.ENSP00000369757,190,COCH,RPS6
9606.ENSP00000216361,9606.ENSP00000306275,482,COCH,KCNK3
9606.ENSP00000216361,9606.ENSP00000272418,171,COCH,MRPS5
9606.ENSP00000216361,9606.ENSP00000431822,407,COCH,FAU
9606.ENSP00000216392,9606.ENSP00000269848,196,PYGL,PFKL
9606.ENSP00000216416,9606.ENSP00000359603,196,CNIH1,COL24A1
9606.ENSP00000216416,9606.ENSP00000325827,499,CNIH1,SEC16A
9606.ENSP00000216455,9606.ENSP00000260197,188,PSMA3,SORL1
9606.ENSP00000216455,9606.ENSP00000390436,165,PSMA3,GLI2
9606.ENSP00000216479,9606.ENSP00000435389,292,AHSA1,PLEKHA7
9606.ENSP00000216479,9606.ENSP00000313420,292,AHSA1,PRKDC
9606.ENSP00000216479,9606.ENSP00000363435,190,AHSA1,ITPR3
9606.ENSP00000216487,9606.ENSP00000234420,292,RIN3,MSH6
9606.ENSP00000216487,9606.ENSP00000453508,325,RIN3,TLN2
9606.ENSP00000216500,9606.ENSP00000267113,451,DHRS7,ESYT1
9606.ENSP00000216602,9606.ENSP00000493594,292,ZFYVE21,MYH14
9606.ENSP00000216639,9606.ENSP00000313420,292,VRK1,PRKDC
9606.ENSP00000216639,9606.ENSP00000377275,186,VRK1,GOLGB1
9606.ENSP00000216639,9606.ENSP00000471457,190,VRK1,MYO9B
9606.ENSP00000216639,9606.ENSP00000365588,292,VRK1,MDC1
9606.ENSP00000216733,9606.ENSP00000453508,154,EFS,TLN2
9606.ENSP00000216756,9606.ENSP00000293879,200,CINP,WDR90
9606.ENSP00000216797,9606.ENSP00000384018,457,NFKBIA,NCOR2
9606.ENSP00000216832,9606.ENSP00000435389,292,PNN,PLEKHA7
9606.ENSP00000216911,9606.ENSP00000260197,229,AURKA,SORL1
9606.ENSP00000216911,9606.ENSP00000336783,292,AURKA,TNRC6C
9606.ENSP00000216911,9606.ENSP00000384018,161,AURKA,NCOR2
9606.ENSP00000216911,9606.ENSP00000384164,173,AURKA,KIF16B
9606.ENSP00000216911,9606.ENSP00000435389,292,AURKA,PLEKHA7
9606.ENSP00000216911,9606.ENSP00000496129,212,AURKA,PRKCB
9606.ENSP00000216962,9606.ENSP00000269848,192,PYGB,PFKL
9606.ENSP00000216968,9606.ENSP00000257430,405,PROCR,APC
9606.ENSP00000216968,9606.ENSP00000435389,292,PROCR,PLEKHA7
9606.ENSP00000217131,9606.ENSP00000325827,499,CTSZ,SEC16A
9606.ENSP00000217133,9606.ENSP00000293879,365,TUBB1,WDR90
9606.ENSP00000217188,9606.ENSP00000397269,163,SRMS,FAM136A
9606.ENSP00000217244,9606.ENSP00000263934,183,CSNK2A1,KIF1B
9606.ENSP00000217244,9606.ENSP00000365588,292,CSNK2A1,MDC1
9606.ENSP00000217244,9606.ENSP00000313420,292,CSNK2A1,PRKDC
9606.ENSP00000217244,9606.ENSP00000257430,550,CSNK2A1,APC
9606.ENSP00000217244,9606.ENSP00000435389,292,CSNK2A1,PLEKHA7
9606.ENSP00000217244,9606.ENSP00000496129,150,CSNK2A1,PRKCB
9606.ENSP00000217289,9606.ENSP00000200181,171,FERMT1,ITGB4
9606.ENSP00000217381,9606.ENSP00000470152,770,SNTA1,DTNA
9606.ENSP00000217402,9606.ENSP00000267113,292,CHMP4B,ESYT1
9606.ENSP00000217402,9606.ENSP00000493594,292,CHMP4B,MYH14
9606.ENSP00000217402,9606.ENSP00000363435,292,CHMP4B,ITPR3
9606.ENSP00000217402,9606.ENSP00000377275,292,CHMP4B,GOLGB1
9606.ENSP00000217402,9606.ENSP00000435389,292,CHMP4B,PLEKHA7
9606.ENSP00000217402,9606.ENSP00000420213,292,CHMP4B,FLNB
9606.ENSP00000217402,9606.ENSP00000313420,292,CHMP4B,PRKDC
9606.ENSP00000217402,9606.ENSP00000348984,292,CHMP4B,SON
9606.ENSP00000217426,9606.ENSP00000435389,292,AHCY,PLEKHA7
9606.ENSP00000217456,9606.ENSP00000269848,237,APMAP,PFKL
9606.ENSP00000217515,9606.ENSP00000420213,161,TXNL1,FLNB
9606.ENSP00000217958,9606.ENSP00000293879,151,PSMD10,WDR90
9606.ENSP00000217971,9606.ENSP00000467537,292,PGRMC1,PTPRS
9606.ENSP00000217971,9606.ENSP00000267113,199,PGRMC1,ESYT1
9606.ENSP00000217971,9606.ENSP00000269848,292,PGRMC1,PFKL
9606.ENSP00000218006,9606.ENSP00000486901,167,GUCY2F,MICAL1
9606.ENSP00000218008,9606.ENSP00000265316,360,ATP1B4,ABCB6
9606.ENSP00000218068,9606.ENSP00000313420,292,PAGE4,PRKDC
9606.ENSP00000218099,9606.ENSP00000293879,167,F9,WDR90
9606.ENSP00000218104,9606.ENSP00000363435,225,ABCD1,ITPR3
9606.ENSP00000218340,9606.ENSP00000435389,292,RP2,PLEKHA7
9606.ENSP00000218340,9606.ENSP00000219476,335,RP2,TSC2
9606.ENSP00000218348,9606.ENSP00000493594,292,USP11,MYH14
9606.ENSP00000218548,9606.ENSP00000265316,720,ATP12A,ABCB6
9606.ENSP00000218548,9606.ENSP00000284322,185,ATP12A,ABI3BP
9606.ENSP00000218867,9606.ENSP00000470152,222,SGCG,DTNA
9606.ENSP00000219069,9606.ENSP00000340510,161,ZNF263,PPL
9606.ENSP00000219069,9606.ENSP00000234420,292,ZNF263,MSH6
9606.ENSP00000219150,9606.ENSP00000254846,292,CORO1A,KDM6B
9606.ENSP00000219252,9606.ENSP00000269848,161,POLR2C,PFKL
9606.ENSP00000219252,9606.ENSP00000336783,394,POLR2C,TNRC6C
9606.ENSP00000219255,9606.ENSP00000263934,161,PARD6A,KIF1B
9606.ENSP00000219301,9606.ENSP00000293879,167,PRSS54,WDR90
9606.ENSP00000219302,9606.ENSP00000293879,187,NME3,WDR90
9606.ENSP00000219313,9606.ENSP00000435389,292,PSMD7,PLEKHA7
9606.ENSP00000219400,9606.ENSP00000397269,224,CMC2,FAM136A
9606.ENSP00000219476,9606.ENSP00000451828,292,TSC2,AKT1
9606.ENSP00000219476,9606.ENSP00000346148,457,TSC2,PRKAA1
9606.ENSP00000219476,9606.ENSP00000267102,292,TSC2,LMBR1L
9606.ENSP00000219476,9606.ENSP00000417763,237,TSC2,NAA10
9606.ENSP00000219476,9606.ENSP00000371267,724,TSC2,YWHAQ
9606.ENSP00000219476,9606.ENSP00000261254,292,TSC2,CCND2
9606.ENSP00000219476,9606.ENSP00000379287,724,TSC2,YWHAZ
9606.ENSP00000219476,9606.ENSP00000328287,292,TSC2,RNF123
9606.ENSP00000219476,9606.ENSP00000323913,229,TSC2,TRIM55
9606.ENSP00000219476,9606.ENSP00000288266,303,TSC2,APPL1
9606.ENSP00000219476,9606.ENSP00000376139,290,TSC2,WDR45B
9606.ENSP00000219476,9606.ENSP00000215832,292,TSC2,MAPK1
9606.ENSP00000219476,9606.ENSP00000212015,718,TSC2,SIRT1
9606.ENSP00000219476,9606.ENSP00000385205,464,TSC2,PICK1
9606.ENSP00000219476,9606.ENSP00000278616,179,TSC2,ATM
9606.ENSP00000219476,9606.ENSP00000384999,161,TSC2,P4HA2
9606.ENSP00000219476,9606.ENSP00000361231,284,TSC2,TSPAN14
9606.ENSP00000219476,9606.ENSP00000401888,403,TSC2,RAF1
9606.ENSP00000219476,9606.ENSP00000361548,156,TSC2,MPL
9606.ENSP00000219476,9606.ENSP00000466134,341,TSC2,PRKCSH
9606.ENSP00000219476,9606.ENSP00000419060,636,TSC2,BRAF
9606.ENSP00000219476,9606.ENSP00000025008,604,TSC2,RB1CC1
9606.ENSP00000219476,9606.ENSP00000307305,547,TSC2,DDIT4
9606.ENSP00000219476,9606.ENSP00000272233,396,TSC2,RHOB
9606.ENSP00000219476,9606.ENSP00000306330,724,TSC2,YWHAG
9606.ENSP00000219476,9606.ENSP00000221930,382,TSC2,TGFB1
9606.ENSP00000219476,9606.ENSP00000225964,284,TSC2,COL1A1
9606.ENSP00000219476,9606.ENSP00000358723,645,TSC2,RAP1A
9606.ENSP00000219476,9606.ENSP00000313034,592,TSC2,FBXW5
9606.ENSP00000219476,9606.ENSP00000351767,309,TSC2,COL20A1
9606.ENSP00000219476,9606.ENSP00000301068,362,TSC2,RHEBL1
9606.ENSP00000219476,9606.ENSP00000263265,292,TSC2,PLEKHA4
9606.ENSP00000219476,9606.ENSP00000264335,724,TSC2,YWHAE
9606.ENSP00000219476,9606.ENSP00000382697,382,TSC2,ROCK1
9606.ENSP00000219476,9606.ENSP00000263925,254,TSC2,LNX1
9606.ENSP00000219476,9606.ENSP00000475727,999,TSC2,TBC1D7
9606.ENSP00000219476,9606.ENSP00000398698,345,TSC2,TNF
9606.ENSP00000219476,9606.ENSP00000384675,208,TSC2,SOS1
9606.ENSP00000219476,9606.ENSP00000355896,374,TSC2,TGFB2
9606.ENSP00000219476,9606.ENSP00000499717,457,TSC2,CALM1
9606.ENSP00000219476,9606.ENSP00000259915,292,TSC2,POU5F1
9606.ENSP00000219476,9606.ENSP00000338613,380,TSC2,CRYGN
9606.ENSP00000219476,9606.ENSP00000435412,457,TSC2,RPS6KA1
9606.ENSP00000219476,9606.ENSP00000309189,193,TSC2,CBY2
9606.ENSP00000219476,9606.ENSP00000299767,346,TSC2,HSP90B1
9606.ENSP00000219476,9606.ENSP00000350633,171,TSC2,SERTAD1
9606.ENSP00000219476,9606.ENSP00000473172,183,TSC2,RUVBL2
9606.ENSP00000219476,9606.ENSP00000368880,517,TSC2,FOXO1
9606.ENSP00000219476,9606.ENSP00000401749,224,TSC2,P4HA3
9606.ENSP00000219476,9606.ENSP00000262850,292,TSC2,RRAGB
9606.ENSP00000219476,9606.ENSP00000460971,165,TSC2,ZP2
9606.ENSP00000219476,9606.ENSP00000298552,999,TSC2,TSC1
9606.ENSP00000219476,9606.ENSP00000362092,292,TSC2,RRAGC
9606.ENSP00000219476,9606.ENSP00000362680,351,TSC2,SRC
9606.ENSP00000219476,9606.ENSP00000361728,367,TSC2,BEX3
9606.ENSP00000219476,9606.ENSP00000357980,229,TSC2,HTRA1
9606.ENSP00000219476,9606.ENSP00000222330,196,TSC2,GSK3A
9606.ENSP00000219476,9606.ENSP00000273047,556,TSC2,RAB5A
9606.ENSP00000219476,9606.ENSP00000340989,768,TSC2,SFN
9606.ENSP00000219476,9606.ENSP00000478962,163,TSC2,CBY1
9606.ENSP00000219476,9606.ENSP00000365048,163,TSC2,TNFSF13B
9606.ENSP00000219476,9606.ENSP00000306100,292,TSC2,PAM
9606.ENSP00000219476,9606.ENSP00000341189,292,TSC2,PTK2
9606.ENSP00000219476,9606.ENSP00000335153,369,TSC2,HSP90AA1
9606.ENSP00000219476,9606.ENSP00000227507,457,TSC2,CCND1
9606.ENSP00000219476,9606.ENSP00000215855,362,TSC2,CRYBB3
9606.ENSP00000219476,9606.ENSP00000257904,292,TSC2,CDK4
9606.ENSP00000219476,9606.ENSP00000332973,407,TSC2,SMAD3
9606.ENSP00000219476,9606.ENSP00000246957,369,TSC2,TRAP1
9606.ENSP00000219476,9606.ENSP00000262320,641,TSC2,AXIN1
9606.ENSP00000219476,9606.ENSP00000179259,225,TSC2,TIGAR
9606.ENSP00000219476,9606.ENSP00000262304,795,TSC2,PKD1
9606.ENSP00000219476,9606.ENSP00000390158,351,TSC2,HERC1
9606.ENSP00000219476,9606.ENSP00000262160,292,TSC2,SMAD2
9606.ENSP00000219476,9606.ENSP00000273077,224,TSC2,PNKD
9606.ENSP00000219476,9606.ENSP00000393762,716,TSC2,SESN1
9606.ENSP00000219476,9606.ENSP00000386135,292,TSC2,DAPK1
9606.ENSP00000219476,9606.ENSP00000368450,224,TSC2,CD83
9606.ENSP00000219476,9606.ENSP00000329967,497,TSC2,TBK1
9606.ENSP00000219476,9606.ENSP00000264255,207,TSC2,TXNDC9
9606.ENSP00000219476,9606.ENSP00000405330,641,TSC2,ESR1
9606.ENSP00000219476,9606.ENSP00000376544,217,TSC2,CD79B
9606.ENSP00000219476,9606.ENSP00000497594,519,TSC2,UBE3A
9606.ENSP00000219476,9606.ENSP00000221543,676,TSC2,TBC1D17
9606.ENSP00000219476,9606.ENSP00000326031,457,TSC2,PPP1CA
9606.ENSP00000219476,9606.ENSP00000351207,362,TSC2,KIAA1671
9606.ENSP00000219476,9606.ENSP00000360609,369,TSC2,HSP90AB1
9606.ENSP00000219476,9606.ENSP00000369889,254,TSC2,COL2A1
9606.ENSP00000219476,9606.ENSP00000005257,292,TSC2,RALA
9606.ENSP00000219476,9606.ENSP00000262187,977,TSC2,RHEB
9606.ENSP00000219476,9606.ENSP00000304408,188,TSC2,COL3A1
9606.ENSP00000219476,9606.ENSP00000260983,292,TSC2,HECW2
9606.ENSP00000219476,9606.ENSP00000358423,458,TSC2,RRAGD
9606.ENSP00000219476,9606.ENSP00000307142,426,TSC2,TEX37
9606.ENSP00000219476,9606.ENSP00000378699,323,TSC2,CDK1
9606.ENSP00000219476,9606.ENSP00000401303,227,TSC2,SHC1
9606.ENSP00000219476,9606.ENSP00000228872,588,TSC2,CDKN1B
9606.ENSP00000219476,9606.ENSP00000284274,292,TSC2,OTULIN
9606.ENSP00000219476,9606.ENSP00000340373,457,TSC2,DYRK1A
9606.ENSP00000219476,9606.ENSP00000418287,292,TSC2,CIAO1
9606.ENSP00000219476,9606.ENSP00000295121,183,TSC2,WDR92
9606.ENSP00000219476,9606.ENSP00000300093,292,TSC2,PLK1
9606.ENSP00000219476,9606.ENSP00000321249,207,TSC2,SIGLECL1
9606.ENSP00000219476,9606.ENSP00000256497,189,TSC2,EDEM1
9606.ENSP00000219476,9606.ENSP00000356832,321,TSC2,SGK1
9606.ENSP00000219476,9606.ENSP00000248975,724,TSC2,YWHAH
9606.ENSP00000219476,9606.ENSP00000339191,286,TSC2,CAV1
9606.ENSP00000219476,9606.ENSP00000339004,284,TSC2,FOXG1
9606.ENSP00000219476,9606.ENSP00000264033,292,TSC2,CBL
9606.ENSP00000219476,9606.ENSP00000415299,300,TSC2,FAM221B
9606.ENSP00000219476,9606.ENSP00000351905,397,TSC2,TGFBR2
9606.ENSP00000219476,9606.ENSP00000274376,232,TSC2,RASA1
9606.ENSP00000219476,9606.ENSP00000369899,457,TSC2,RRAGA
9606.ENSP00000219476,9606.ENSP00000253063,325,TSC2,SESN2
9606.ENSP00000219476,9606.ENSP00000357051,584,TSC2,PEX19
9606.ENSP00000219476,9606.ENSP00000460380,976,TSC2,USP6
9606.ENSP00000219476,9606.ENSP00000326550,660,TSC2,TACC3
9606.ENSP00000219476,9606.ENSP00000324806,756,TSC2,GSK3B
9606.ENSP00000219476,9606.ENSP00000363390,229,TSC2,TRIM63
9606.ENSP00000219476,9606.ENSP00000362082,292,TSC2,CCND3
9606.ENSP00000219476,9606.ENSP00000424757,229,TSC2,NEK1
9606.ENSP00000219476,9606.ENSP00000444596,300,TSC2,MYCBP2
9606.ENSP00000219476,9606.ENSP00000218340,335,TSC2,RP2
9606.ENSP00000219476,9606.ENSP00000345774,165,TSC2,ALDH3A2
9606.ENSP00000219476,9606.ENSP00000274289,445,TSC2,PLK2
9606.ENSP00000219476,9606.ENSP00000484525,292,TSC2,CTDP1
9606.ENSP00000219476,9606.ENSP00000262265,231,TSC2,PIH1D1
9606.ENSP00000219476,9606.ENSP00000230321,193,TSC2,MDFI
9606.ENSP00000219476,9606.ENSP00000361930,724,TSC2,YWHAB
9606.ENSP00000219479,9606.ENSP00000293879,187,NME4,WDR90
9606.ENSP00000219548,9606.ENSP00000435389,292,STUB1,PLEKHA7
9606.ENSP00000219905,9606.ENSP00000365588,439,MGA,MDC1
9606.ENSP00000220429,9606.ENSP00000371308,800,GABPB1,CENPJ
9606.ENSP00000220507,9606.ENSP00000345133,163,RHOV,CDC42BPG
9606.ENSP00000220507,9606.ENSP00000493594,163,RHOV,MYH14
9606.ENSP00000220514,9606.ENSP00000365588,439,OIP5,MDC1
9606.ENSP00000220592,9606.ENSP00000336783,932,AGO2,TNRC6C
9606.ENSP00000220592,9606.ENSP00000435389,292,AGO2,PLEKHA7
9606.ENSP00000220597,9606.ENSP00000496129,292,PAG1,PRKCB
9606.ENSP00000220764,9606.ENSP00000234420,161,DECR1,MSH6
9606.ENSP00000220809,9606.ENSP00000293879,167,PLAT,WDR90
9606.ENSP00000220853,9606.ENSP00000313420,292,EMC2,PRKDC
9606.ENSP00000220853,9606.ENSP00000267113,292,EMC2,ESYT1
9606.ENSP00000220966,9606.ENSP00000254846,292,PYCR3,KDM6B
9606.ENSP00000221138,9606.ENSP00000257430,499,PPP2CB,APC
9606.ENSP00000221138,9606.ENSP00000435389,292,PPP2CB,PLEKHA7
9606.ENSP00000221166,9606.ENSP00000471457,196,NEFM,MYO9B
9606.ENSP00000221166,9606.ENSP00000293879,171,NEFM,WDR90
9606.ENSP00000221233,9606.ENSP00000367888,190,EXOSC5,LRP4
9606.ENSP00000221265,9606.ENSP00000336783,242,PAF1,TNRC6C
9606.ENSP00000221265,9606.ENSP00000254846,179,PAF1,KDM6B
9606.ENSP00000221265,9606.ENSP00000493594,216,PAF1,MYH14
9606.ENSP00000221399,9606.ENSP00000263934,175,TULP2,KIF1B
9606.ENSP00000221399,9606.ENSP00000296266,451,TULP2,IFT122
9606.ENSP00000221418,9606.ENSP00000493594,165,ECH1,MYH14
9606.ENSP00000221418,9606.ENSP00000448012,292,ECH1,CEP290
9606.ENSP00000221419,9606.ENSP00000385995,292,HNRNPL,THADA
9606.ENSP00000221419,9606.ENSP00000361664,292,HNRNPL,HIVEP3
9606.ENSP00000221419,9606.ENSP00000040738,292,HNRNPL,BOD1L1
9606.ENSP00000221419,9606.ENSP00000365908,292,HNRNPL,PRUNE2
9606.ENSP00000221419,9606.ENSP00000294618,292,HNRNPL,DOCK6
9606.ENSP00000221419,9606.ENSP00000296266,292,HNRNPL,IFT122
9606.ENSP00000221419,9606.ENSP00000420213,292,HNRNPL,FLNB
9606.ENSP00000221419,9606.ENSP00000269848,292,HNRNPL,PFKL
